date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:46:38	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:36%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/)
20:46:38	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:36%20GMT	https://www.facebook.com/recover/initiate/?privacy_mutation_token=eyJ0eXBlIjowLCJjcmVhdGlvbl90aW1lIjoxNjcwMDMxOTk0LCJjYWxsc2l0ZV9pZCI6MzgxMjI5MDc5NTc1OTQ2fQ%3D%3D&ars=facebook_login	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/recover/initiate/index54eb.html	(from https://www.facebook.com/)
20:46:39	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:36%20GMT	https://www.facebook.com/policies?ref=pf	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/policies30c2	(from https://www.facebook.com/)
20:46:39	439338/439338	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:36%20GMT	https://www.facebook.com/help/568137493302217	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/help/568137493302217.html	(from https://www.facebook.com/)
20:46:39	71250/71250	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:37%20GMT	https://www.facebook.com/pages/create/?ref_type=registration_form	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/pages/create/indexf949.html	(from https://www.facebook.com/)
20:46:40	501866/501866	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:37%20GMT	https://www.facebook.com/help/637205020878504	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/help/637205020878504.html	(from https://www.facebook.com/)
20:46:40	61974/61974	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:37%20GMT	https://www.facebook.com/login/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/login/index.html	(from https://www.facebook.com/)
20:46:40	114848/114848	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:37%20GMT	https://www.facebook.com/reg/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/reg/index.html	(from https://www.facebook.com/)
20:46:40	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:38%20GMT	https://www.facebook.com/settings	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/settings	(from https://www.facebook.com/)
20:46:40	60980/60980	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:38%20GMT	https://www.facebook.com/lite/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/lite/index.html	(from https://www.facebook.com/)
20:46:41	64756/64756	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:38%20GMT	https://www.facebook.com/login.php?next=https%3A%2F%2Fwww.facebook.com%2Fsettings	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/login6d9d.html	(from https://www.facebook.com/)
20:46:41	60842/60842	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:39%20GMT	https://www.facebook.com/allactivity?privacy_source=activity_log_top_menu	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/allactivity99e1	(from https://www.facebook.com/)
20:46:41	93474/93474	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:39%20GMT	https://www.facebook.com/games/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/games/index.html	(from https://www.facebook.com/)
20:46:42	204872/204872	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:39%20GMT	https://www.facebook.com/places/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/places/index.html	(from https://www.facebook.com/)
20:46:43	399524/399524	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:38%20GMT	https://www.facebook.com/watch/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/watch/index.html	(from https://www.facebook.com/)
20:46:43	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:39%20GMT	https://www.facebook.com/marketplace/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/marketplace/index.html	(from https://www.facebook.com/)
20:46:43	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:41%20GMT	https://facebook.com/security/hsts-pixel.gif?c=3.2.5	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/facebook.com/security/hsts-pixel.d88fa.delayed	(from https://www.facebook.com/)
20:46:44	157371/157371	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:41%20GMT	https://www.facebook.com/fundraisers/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/fundraisers/index.html	(from https://www.facebook.com/)
20:46:44	298882/298882	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:42%20GMT	https://www.facebook.com/biz/directory/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/biz/directory/index.html	(from https://www.facebook.com/)
20:46:44	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:42%20GMT	https://fbcdn.net/security/hsts-pixel.gif?c=2.5	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/fbcdn.net/security/hsts-pixel.e6ede.delayed	(from https://www.facebook.com/)
20:46:45	174137/174137	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:42%20GMT	https://www.facebook.com/privacy/center/?entry_point=facebook_page_footer	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/privacy/center/index6f75.html	(from https://www.facebook.com/)
20:46:45	253261/253261	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:41%20GMT	https://www.facebook.com/votinginformationcenter/?entry_point=c2l0ZQ%3D%3D	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/votinginformationcenter/indexb3e6.html	(from https://www.facebook.com/)
20:46:46	776160/776160	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:42%20GMT	https://www.facebook.com/privacy/policy/?entry_point=facebook_page_footer	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/privacy/policy/index6f75.html	(from https://www.facebook.com/)
20:46:46	71223/71223	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:43%20GMT	https://www.facebook.com/pages/create/?ref_type=site_footer	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/pages/create/index30bf.html	(from https://www.facebook.com/)
20:46:47	228411/228411	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:43%20GMT	https://www.facebook.com/groups/explore/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/groups/explore/index.html	(from https://www.facebook.com/)
20:46:47	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:44%20GMT	https://www.facebook.com/careers/?ref=pf	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/careers/index30c2.html	(from https://www.facebook.com/)
20:46:47	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:43%20GMT	https://fbsbx.com/security/hsts-pixel.gif?c=5	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/fbsbx.com/security/hsts-pixel.f6882.delayed	(from https://www.facebook.com/)
20:46:47	43/43	---M-Z	200	added ('OK')	image/gif	date:Sat,%2003%20Dec%202022%2001:46:45%20GMT	https://connect.facebook.net/security/hsts-pixel.gif	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/connect.facebook.net/security/hsts-pixel.gif	(from https://www.facebook.com/)
20:46:47	95174/95174	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:45%20GMT	https://www.facebook.com/policies/cookies/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/policies/cookies/index.html	(from https://www.facebook.com/)
20:46:47	613741/613741	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:45%20GMT	https://www.facebook.com/policies_center/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/policies_center/index.html	(from https://www.facebook.com/)
20:46:48	59826/59826	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:45%20GMT	https://www.facebook.com/UDk0ZX	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/UDk0ZX.11.delayed	(from https://www.facebook.com/)
20:46:48	413761/413761	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:45%20GMT	https://www.facebook.com/help/?ref=pf	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/help/index30c2.html	(from https://www.facebook.com/)
20:46:49	59827/59827	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:46%20GMT	https://www.facebook.com/pzzowf	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/pzzowf	(from https://www.facebook.com/)
20:46:49	59829/59829	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:47%20GMT	https://www.facebook.com/JydrTb	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/JydrTb	(from https://www.facebook.com/)
20:46:50	60209/60209	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3iYdq4/yy/l/es_LA/Dn1P5ckmz0X.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3iYdq4/yy/l/es_LA/Dn1P5ckmz0X1f8e.js	(from https://www.facebook.com/)
20:46:50	37101/37101	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y1/r/9XVNQstgB_T.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/y1/r/9XVNQstgB_T1f8e.js	(from https://www.facebook.com/)
20:46:51	8492/8492	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y-/r/qu9vi-bmWl3.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/y-/r/qu9vi-bmWl31f8e.js	(from https://www.facebook.com/)
20:46:51	22865/22865	---M-Z	200	added ('OK')	application/x-javascript	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yd/r/LFJDMBbOfee.js?_nc_x=Ij3Wp8lg5Kz	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yd/r/LFJDMBbOfee1f8e.js	(from https://www.facebook.com/)
20:46:51	59866/59866	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:49%20GMT	https://www.facebook.com/UDk0ZX/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/UDk0ZX/index.html	(from https://www.facebook.com/)
20:46:51	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:49%20GMT	https://www.facebook.com/ad_campaign/landing.php?placement=pflo&campaign_id=402047449186&nav_source=unknown&extra_1=auto	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/ad_campaign/landing8031.php	(from https://www.facebook.com/?_fb_noscript=1)
20:46:52	1203/1203	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yB/r/TwAHgQi2ZPB.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y6/l/0,cross/x9Jz5CMXC-n.css?_nc_x=Ij3Wp8lg5Kz)
20:46:52	153/153	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yP/r/Yrq8Y9PlN02.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yP/r/Yrq8Y9PlN02.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y6/l/0,cross/x9Jz5CMXC-n.css?_nc_x=Ij3Wp8lg5Kz)
20:46:52	1649/1649	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/ye/r/4rnXbyIZ7vG.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/ye/r/4rnXbyIZ7vG.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y6/l/0,cross/x9Jz5CMXC-n.css?_nc_x=Ij3Wp8lg5Kz)
20:46:53	5769/5769	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yL/r/unHwF9CkMyM.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/8W_H4Nz7hs1.css?_nc_x=Ij3Wp8lg5Kz)
20:46:53	1315/1315	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yH/r/xgVgalBG80z.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/8W_H4Nz7hs1.css?_nc_x=Ij3Wp8lg5Kz)
20:46:53	260/260	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yn/r/J-J3z0h9x9f.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yn/r/J-J3z0h9x9f.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/y0/l/0,cross/8W_H4Nz7hs1.css?_nc_x=Ij3Wp8lg5Kz)
20:46:54	19631/19631	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yK/r/kNYkizqJr9j.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yK/r/kNYkizqJr9j.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yQ/l/0,cross/xB3b6HBikh8.css?_nc_x=Ij3Wp8lg5Kz)
20:46:54	5154/5154	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y2/r/m3DkabwyaYA.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/y2/r/m3DkabwyaYA.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yQ/l/0,cross/xB3b6HBikh8.css?_nc_x=Ij3Wp8lg5Kz)
20:46:54	498/498	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yZ/r/je5FEJkU1_K.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yZ/r/je5FEJkU1_K.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/XpOf3GVSA-k.css?_nc_x=Ij3Wp8lg5Kz)
20:46:55	463/463	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yk/r/swFqSxKYa5M.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yk/r/swFqSxKYa5M.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/XpOf3GVSA-k.css?_nc_x=Ij3Wp8lg5Kz)
20:46:55	90/90	---M--	200	added ('OK')	image/gif	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/y9/r/y7MG8IZpiC8.gif	(from https://static.xx.fbcdn.net/rsrc.php/v3/yX/l/0,cross/XpOf3GVSA-k.css?_nc_x=Ij3Wp8lg5Kz)
20:46:56	95/95	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yU/r/O7nelmd9XSI.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/u4xvA0Tw-4L.css?_nc_x=Ij3Wp8lg5Kz)
20:46:56	350/350	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yu/r/PmjSkvyqVM-.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/u4xvA0Tw-4L.css?_nc_x=Ij3Wp8lg5Kz)
20:46:56	696/696	---M--	200	added ('OK')	image/png	date:Mon,%2001%20Jan%202001%2008:00:00%20GMT	https://static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/static.xx.fbcdn.net/rsrc.php/v3/yg/r/6oZO5zjhedE.png	(from https://static.xx.fbcdn.net/rsrc.php/v3/yr/l/0,cross/u4xvA0Tw-4L.css?_nc_x=Ij3Wp8lg5Kz)
20:46:57	60165/60165	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:55%20GMT	https://www.facebook.com/chrome-extension://	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/chrome-extension_/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:57	62768/62768	---MCZ	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:55%20GMT	https://www.facebook.com/^([^:/?	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/^([^_/indexd41d.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:57	59752/59752	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:55%20GMT	https://www.facebook.com/GET	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/GET	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:57	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:55%20GMT	https://www.facebook.com/nw/	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/nw/index.html	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:58	60066/60066	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:55%20GMT	https://www.facebook.com/intern/rsrc.php	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/intern/rsrc.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:58	60644/60644	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:56%20GMT	https://www.facebook.com/intern/rsrc-translations.php	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/intern/rsrc-translations.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:59	59875/59875	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:57%20GMT	https://www.facebook.com/rsrc.php	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/rsrc.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:46:59	60185/60185	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2003%20Dec%202022%2001:46:57%20GMT	https://www.facebook.com/rsrc-translations.php	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/rsrc-translations.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
20:47:00	0/0	---M--	200	added ('OK')	text/html	date:Sat,%2003%20Dec%202022%2001:46:58%20GMT	https://www.facebook.com/ajax/photos/snowlift/init.php	C:/Users/ernes/Desktop/Proyecto/UI/Login-template/facebook=login/www.facebook.com/ajax/photos/snowlift/init.php	(from https://static.xx.fbcdn.net/rsrc.php/v3/yA/r/eb9i63Mnvt2.js?_nc_x=Ij3Wp8lg5Kz)
